iter	Logloss
0	0.6918760698
1	0.6898176142
2	0.688228092
3	0.686580958
4	0.6848505718
5	0.6835342833
6	0.6822656968
7	0.6805538418
8	0.6792537187
9	0.677810977
10	0.6768968418
11	0.673666138712	0.673637533
13	0.6723104955
14	0.6707491416
15	0.6700283338
1616	0.67027047617	0.6676773317
1818	0.6672163191919	0.6660475823
20	0.6653868135
21	0.6641073237
22	0.6629961156
23	0.6617293732424	0.6602733292525	0.65965084226	0.6573489633227	0.656302290328	0.652514402
29	029	0.655034830	0.6506658019
31	0.6494451479
32	0.6480643733
33	0.6468986911334	0.646080989335	0.6454262636	36	36	0.6482962337	37	0.647417438	0.6416285933
39	0.6402752651
40	040	0.644561841	041	0.6437621444
42	0.6430443524
43	0.6422116576
44	0.6411136551
45	0.6400818521
46	0.6396005498
47	0.6388021404
48	0.6381182125
49	0.6373230883
50	0.6364722656
51	0.6356420386
52	0.6343565444
53	0.6336998854
54	0.6327080203
55	0.6321540496
56	0.631540458
57	0.6309342672
58	0.6303307675
59	0.6298395353
60	0.6286994736
61	0.6281206008
62	0.6272375738
63	0.6263388283
64	0.625540259
65	0.6248801352
66	0.6240649686
67	0.6232871006
68	0.6226156471
69	0.6217739473
70	0.6212446312
71	0.6205452949
72	0.6200050199
73	0.6194413067
74	0.6185468266
75	0.6177586439
76	0.6170837765
77	0.6164781048
78	0.6157584982
79	0.6148986672
80	0.6140846019
81	0.6134530849
82	0.6122810813
83	0.6117377365
84	0.6111412766
85	0.6106638158
86	0.6098893878
87	0.6092725307
88	0.6086957851
89	0.6080501233
90	0.6075247391
91	0.6069153279
92	0.6063994001
93	0.6060753284
94	0.6056052981
95	0.6052532791
96	0.6044368563
97	0.60391198	0.98	0.60326699	0.99	0.602432100	0.5951038922
101	0.5943386874
102	0102	0.600710103	103	0.6003625411
104	0.5995787725
105	0.5991537182
106	0.5987268715
107	0.5983627165
108	0.5978965225
109	0.5974189759
110	0.5965935212
111	0.595840112	0112	0.5954315575
113	0.594884114	0114	0.5944799856
115	0.59422116	0.5864424615
117	0.117	0.59304118	0.5855130093
119	0.5848168987
120	0.5842676684
121	0.583637599
122	0.5829666216
123	0.5824492621
124	0.5820107554
125	0.5816452693
126	0.5811233615
127	0.5805024608
128	0.5799732858
129	0.5797772316
130	0.5791161224
131	0.5785093777
132	0.577616756
133	0.5770090459
134	0.576353353
135	0.5756694044
136	0.5752389344
137	0.5745473804
138	0.573909673
139	0.5734258649
140	0.5730100481
141	0.5721126102
142	0.5716305361
143	0.5711500494
144	0.5706533487
145	0.5700886217
146	0.5696224108
147	0.5691988995
148	0.5689455104
149	0.5684371411
150	0.5678741784
151	0.567472797
152	0.5668745999
153	0.5662265931
154	0.565615752
155	0.5651517285
156	0.5645490763
157	0.5640898517
158	0.5635917557
159	0.5629995648
160	0.5625069576
161	0.5621032365
162	0.5617773117
163	0.5615046176
164	0.5609945816
165	0.5604620945
166	0.5601380267
167	0.5595970885
168	0.5592456897
169	0.5589208255
170	0.5584156284
171	0.5579043443
172	0.5574209963
173	0.5570055059
174	0.174	0.5670689583
175	0.5666713131
176	0.5664841381
177	0.5661707142
178	0.5655246396
179	0.565159978
180	0.564673424
181	0.5640977597
182	0.5636065483
183	0.5633229307
184	0.5628905702
185	0.5623103245
186	0.5619827204
187	0.5616961534
188	0.5612593576
189	0.5607868483
190	0.5604527211
191	0.5598266051
192	0.559262453
193	0.5588274026
194	0.5583314549
195	0.5581587601
196	0.5578153578
197	0.5575200058
198	0.5571194701
199	0.556523392
200	0.5561720529
201	0.5557073059
202	0.555241334
203	0.5549221301
204	0.5545559322
205	0.5542542964
206	0.5537803353
207	0.5533052
208	0.5529054228
209	0.5524227738
210	0.5521220796
211	0.5516655048
212	0.5511896265
213	0.5507387943
214	0.5503212969
215	0.5501465981
216	0.5499344274
217	0.5496204091
218	0.5491794312
219	0.5488971513
220	0.548650407
221	0.5481625436
222	0.547727708
223	0.5474133195
224	0.5470579398
225	0.5467741227
226	0.5466154635
227	0.5461460637
228	0.5457441375
229	0.5454908377
230	0.5452055161
231	0.5448935343
232	0.5444547165
233	0.5441325748
234	0.5438484041
235	0.5434446515
236	0.5430587627
237	0.5425070371
238	0.5421174448
239	0.541872534
240	0.541337206
241	0.5409158495
242	0.5402983253
243	0.5401145902
244	0.5397218172
245	0.5393898177
246	0.5390377707
247	0.5385034706
248	0.5378799788
249	0.5374789089
250	0.5370345978
251	0.536659169
252	0.5363044851
253	0.5359901761
254	0.5357370147
255	0.5354409016
256	0.5351423418
257	0.5349366779
258	0.5344502794
259	0.5342396005
260	0.5339236724
261	0.5337718802
262	0.5332502066
263	0.5330300303
264	0.5325873407
265	0.5323240172
266	0.532108484
267	0.5317516946
268	0.5314495156
269	0.5310812281
270	0.5306817364
271	0.5303357283
272	0.5299407069
273	0.5294534806
274	0.52921785
275	0.5289078824
276	0.5285936149
277	0.5283169966
278	0.5280369212
279	0.5276644665
280	0.5274299142
281	0.5271242916
282	0.5267200972
283	0.5265258354
284	0.5261645088
285	0.5259605901
286	0.5258393917
287	0.5255139714
288	0.5252781412
289	0.5251142547
290	0.5247807855
291	0.5244663085
292	0.5241704257
293	0.5237887869
294	0.5234574952
295	0.5231930639
296	0.5228922733
297	0.5225968405
298	0.5223663409
299	0.5220679383
300	0.5217751818
301	0.5213900309
302	0.5211618764
303	0.5205927324
304	0.520275464
305	0.5198943808
306	0.5193783904
307	0.5192222164
308	0.5189411403
309	0.5186916497
310	0.5183209974
311	0.517853372
312	0.5175379032
313	0.5172377156
314	0.5167759929
315	0.5165152928
316	0.5162079875
317	0.5158694859
318	0.5156856664
319	0.5153876422
320	0.515117852
321	0.514800568
322	0.5145021584
323	0.5143435036
324	0.5139670725
325	0.5135884775
326	0.5132370557
327	0.5130499388
328	0.5126913586
329	0.5123635352
330	0.5120010823
331	0.5118389966
332	0.5115815825
333	0.5113700814
334	0.5109012504
335	0.5105688727
33336	0.498100310337	0.5100844243
338	0.509702515
339	0.509364633
340	0.5091606678
341	0.5088704542
342	0.5086440321
343	0.5082372003
344	0.5079159562
345345	0.49536939346346	0.4950442218
347	0.4947118708
348	0.4944996553
349	0.4942923989
350	0.4938030865
351	0.4934488201
352	0.4932083234
353	0.4929772527
354	0.492539415
355	0.4923504846
356	0.4921539728
357	0.4917310167
358	0.491529276
359	0.4913225436
360	0.491002826
361	0.4907865985
362	0.4905351951
363	0.4903029842
364	0.490012379
365	0.4897564665
366	0.4895265971
367	0.4892248992
368	0.4889562511
369	0.4887459145
370	0.4884485209
371	0.4882409101
372	0.4880210903
373	0.487728232
374	0.4873799195
375	0.4871553945
376	0.486758837
377	0.4865721094
378	0.4863148237379	0.486076143380	0.4986863672
381	0.4984332201
382	0.498159232
383	0.4978524386
384	0.4975720441
385	0.4972535524
386	0.4968986271
387	0.496706765
388	0.4964069453
389	0.496178112
390	0.4958990233
391	0.4957317827
392	0.4955087622
393	0.4951534321
394	0.4948232826
395	0.4944967852
396	0.4940981352
397	0.4939037536
398	0.4935813481
399	0.4934165188
400	0.493308594
401	0.4929693117
402	0.4926960085
403	0.4924991344
404	0.4923513513
405	0.4920333994
406	0.4917489616
407	0.4915047265
408	0.4912845378
409	0.490868241
410	0.4906146831
411	0.490390915
412	0.4902219347
413	0.4900391585
414	0.4897316416
415	0.4894793125
416	0.4891890135
417	0.4891103831
418	0.4887195101
419	0.4884596202
420	0.4881899259
421	0.4879046778
422	0.487641664
423	0.4873355821
424	0.4870845726
425	0.4868634317
426	0.4864013354
427	0.4861303921
428	0.4858348183
429	0.4857071217
430	0.4854872204
431	0.4851562223
432	0.4848269023
433	0.4847008989
434	0.4844944056
435	0.4842291595
436	0.4839875721
437	0.4836629448
438	0.4833999744
439	0.4831699458
440	0.4828816763
441	0.4826289115
442	0.4822932851
443	0.4820631307
444	0.4818549295
445	0.4815976844
446	0.4812880807
447	0.481003912
448	0.480614278
449	0.4803676483
450	0.4801244334
451	0.4799295578
452	0.479581509
453	0.4793085361
454	0.479117072
455	0.4789323876
456	0.4786143789
457	0.4782799598
458	0.4780228518
459	0.4776962185
460	0.4774830785
461	0.4772000968
462	0.4769539099
463	0.4766746211
464	0.4764003824
465	0.4761772135
466	0.4759332477
467	0.4757238236
468	0.4752449764
469	0.4749543299
470	0.4746113768
471	0.4744844365
472	0.4740955994
473	0.4738333585
474	0.4736271447
475	0.4732927417
476	0.4730303019
477	0.4727421793
478	0.4725559687
479	0.4723557123
480	0.4720598575
481	0.4718576225
482	0.4716312808
483	0.4714920139
484	0.4712048103
485	0.4710822896
486	0.4709381059
487	0.4707517934
488	0.4705694097
489	0.4699911049
490	0.4696629594
491	0.4693805815
492	0.4691016006
493	0.4688940704
494	0.4686966434
495	0.4683442117
496	0.4681174475
497	0.4679338645
498	0.4677171759
499	0.4675179581
500	0.4671435735
501	0.4668433868
502	0.466497484
503	0.4661699582
504	0.4659840421
505	0.4657384961
506	0.4655156954
507	0.4653476201
508	0.4651152939
509	0.4648768372
510	0.4646620975
511	0.4643816846
512	0.4641313339
513	0.4639236329
514	0.463702301
515	0.4632868601
516	0.4629343121
517	0.4627586459
518	0.4623523012
519	0.4622015481
520	0.4619459778
521	0.4617850296
522	0.4614539901
523	0.4612512059
524	0.4610407078
525	0.4608165916
526	0.4605932952
527	0.4602732094
528	0.4599695789
529	0.4597076681
530	0.4594646418
531	0.4591723236
532	0.4588709135
533	0.4585523622
534	0.4582886111
535	0.4580874098
536	0.4578294917
537	0.4575709685
538	0.4571237829
539	0.4567719765
540	0.4565981607
541	0.4564179644
542	0.4561940194
543	0.4558976493
544	0.4555717176
545	0.4554014723
546	0.4550801073
547	0.4548469298
548	0.4545949368
549	0.4543371273
550	0.4539733342
551	0.4535316008
552	0.4532566512
553	0.4528457769
554	0.4525939437
555	0.4523121291
556	0.4521469671
557	0.4520394651
558	0.4517642012
559	0.4515378335
560	0.4513412392
561	0.4509344235
562	0.4507158676
563	0.4503924177
564	0.4500002877
565	0.4496403702
566	0.4494150367
567	0.4491812474
568	0.4489591319
569	0.4487920512
570	0.4484025087
571	0.4481558557
572	0.4478572242
573	0.4474211556
574	0.4471285548
575	0.4467208368
576	0.4463520124
577	0.4460285809
578	0.4458428136
579	0.4455907433
580	0.4452273051
581	0.4450032785
582	0.4447649232
583	0.444599488
584	0.4444242083
585	0.4442274726
586	0.4440275621
587	0.4437114305
588	0.4436034436
589	0.443412218
590	0.443182393
591	0.4430027988
592	0.4428125594
593	0.4425193425
594	0.4422571585
595	0.4419597936
596	0.4417087236
597	0.4414591586
598	0.4411588375
599	0.4408466397
600	0.4405560649
601	0.4402986315
602	0.44019779
603	0.4400092722
604	0.4398296561
605	0.4395331959
606	0.4393667283
607	0.4391371333
608	0.4387740163
609	0.4385221793
610	0.438350666
611	0.4381477581
612	0.4379851025
613	0.4377437489
614	0.4373447858
615	0.4370475112
616	0.4367435272
617	0.4364991477
618	0.4362550979
619	0.4360038465
620	0.4356117337
621	0.4354396837
622	0.435141782
623	0.4349009453
624	0.4346271582
625	0.4343852967
626	0.4341507913
627	0.4338738964
628	0.4336895501
629	0.4334408383
630	0.4330434402
631	0.4327512986
632	0.4325113962
633	0.4322651556
634	0.4320664139
635	0.431773391
636	0.431621421
637	0.431489213
638	0.4312965646
639	0.430984185
640	0.4307710537
641	0.4306099576
642	0.4303002367
643	0.4301175052
644	0.4298580372
645	0.4295141197
646	0.4293106072
647	0.4289757213
648	0.4287765745
649	0.4285803962
650	0.4284019953
651	0.428156374
652	0.4278297645
653	0.4276626965
654	0.4274333077
655	0.4272260696
656	0.4269706187
657	0.4267401207
658	0.4265044731
659	0.4262415644
660	0.4260118908
661	0.4257026664
662	0.4255381008
663	0.4253450687
664	0.4251012591
665	0.4248733724
666	0.4246946178
667	0.424404478
668	0.4242338226
669	0.4239869215
670	0.4237445538
671	0.4234774428
672	0.4231930054
673	0.4229802217
674	0.422752212
675	0.4225863267
676	0.4224344092
677	0.4221464943
678	0.421782494
679	0.4215518977
680	0.4213274551
681	0.4210577379
682	0.4207400195
683	0.4204708325
684	0.4202358228
685	0.4200067864
686	0.4197407487
687	0.4195375237
688	0.4193449746
689	0.4190852046
690	0.4188767397
691	0.4185525492
692	0.4183685445
693	0.4181250566
694	0.417853905
695	0.4175948815
696	0.4174012607
697	0.4171943952
698	0.4171294882
699	0.4169312583
700	0.4166649122
701	0.4163611973
702	0.416149611
703	0.415950031
704	0.4157511232
705	0.4154143023
706	0.4152179491
707	0.4150058813
708	0.414864393
709	0.4145310473
710	0.4143169319
711	0.4139701054
712	0.4137023427
713	0.4133572409
714	0.4131305115
715	0.4129769278
716	0.4127794037
717	0.4125413351
718	0.4122738008
719	0.412032133
720	0.4117505062
721	0.4115694058
722	0.4112975886
723	0.4110873963
724	0.4107943616
725	0.4106211577
726	0.4104002426
727	0.4101081584
728	0.4099579078
729	0.4097501644
730	0.4094796569
731	0.4092178608
732	0.4090027456
733	0.4087530126
734	0.4084933356
735	0.408205116
736	0.4081029083
737	0.4079241541
738	0.4077149146
739	0.4074144353
740	0.4072138954
741	0.4070242557
742	0.4067882383
743	0.4065534271
744	0.4063229263
745	0.4061297826
746	0.4058040533
747	0.4055813955
748	0.4053678437
749	0.4051057664
750	0.4048239674
751	0.4046070396
752	0.404410042
753	0.4042480619
754	0.4040184463
755	0.4038516498
756	0.4036319857
757	0.4033983659
758	0.4031849038
759	0.402887824
760	0.4027638026
761	0.4025313245
762	0.4023245569
763	0.4021688089
764	0.4019786246
765	0.4017005297
766	0.4014786911
767	0.4012934524
768	0.4010140216
769	0.4009205638
770	0.4007478532
771	0.400503686
772	0.4003064078
773	0.4001659161
774	0.3999459286
775	0.399696462
776	0.3994932529
777	0.3992528537
778	0.3990520935
779	0.3987582044
780	0.3985307995
781	0.3983475148
782	0.3981403813
783	0.397957272
784	0.3976998346
785	0.3974045188
786	0.3971320554
787	0.3969530857
788	0.3967276554
789	0.3965225055
790	0.3963920747
791	0.3960812387
792	0.395907879
793	0.3956953623
794	0.3953916809
795	0.3951538212
796	0.3949564717
797	0.3947763961
798	0.3944076229
799	0.3941445426
800	0.3939007204
801	0.3936718238
802	0.3934978414
803	0.3932629151
804	0.3930383236
805	0.3929436061
806	0.3926655107
807	0.3923932469
808	0.392197525
809	0.392024765
810	0.3918245259
811	0.3916645685
812	0.3914885387
813	0.3912311975
814	0.3910589149
815	0.3907096784
816	0.390513648
817	0.390200566
818	0.3899543688
819	0.3897361407
820	0.3895046233
821	0.3892358643
822	0.38895818
823	0.3887863632
824	0.3886198822
825	0.3883442774
826	0.3881143662
827	0.38801329
828	0.387813751
829	0.3874582259
830	0.3871644613
831	0.3869581816
832	0.3867005856
833	0.3864681392
834	0.3862563219
835	0.3861860036
836	0.3860002797
837	0.3857485556
838	0.3856308496
839	0.3854258057
840	0.3850613919
841	0.3848158916
842	0.3846813977
843	0.3844018227
844	0.3842373388
845	0.3839637732
846	0.3837330843
847	0.3834784378
848	0.3832706116
849	0.3830813755
850	0.3828289206
851	0.382655994
852	0.3824808204
853	0.3822274212
854	0.3821069941
855	0.3818591367
856	0.3817064555
857	0.3814555027
858	0.3812341553
859	0.3810121443
860	0.3808537894
861	0.3807563522
862	0.3804568391
863	0.380218998
864	0.3800205669
865	0.3797215414
866	0.3795107798
867	0.3793806509
868	0.379149837
869	0.37879725
870	0.3785841785
871	0.3783793683
872	0.3781503561
873	0.3778409383
874	0.3777103359
875	0.377523661
876	0.3773765424
877	0.3772114565
878	0.3769948626
879	0.3766298837
880	0.376464347
881	0.3762702866
882	0.3761506964
883	0.3759511474
884	0.3758471713
885	0.3756763144
886	0.3754515318
887	0.3752538352
888	0.3750744495
889	0.3749460855
890	0.3746995057
891	0.3744253641
892	0.3741055139
893	0.3738421823
894	0.3734351199
895	0.3732126749
896	0.3730091988
897	0.3728557141
898	0.3726592743
899	0.372509335
900	0.3723792297
901	0.3721573689
902	0.371955286
903	0.3717347857
904	0.3715187928
905	0.3713136237
906	0.3711374992
907	0.3708638799
908	0.3706110944
909	0.3704137861
910	0.3701526822
911	0.3699300826
912	0.3697212092
913	0.3694815794
914	0.36931976
915	0.369232628
916	0.3690274726
917	0.3686938597
918	0.3683671411
919	0.3681719077
920	0.3680326586
921	0.3677814219
922	0.367536233
923	0.3673469123
924	0.3670976606
925	0.3669643526
926	0.3668305729
927	0.3666426149
928	0.3664872216
929	0.3663650367
930	0.366163523
931	0.3660529882
932	0.3657795425
933	0.3655972943
934	0.3653535906
935	0.365129038
936	0.3649483259
937	0.3647050886
938	0.3645978172
939	0.364434527
940	0.3642604137
941	0.3641162322
942	0.3638761025
943	0.3637536864
944	0.3635431562
945	0.3632810679
946	0.3630794416
947	0.3629222417
948	0.3627140387
949	0.3625031879
950	0.3623344813
951	0.3621240278
952	0.3619057459
953	0.3615142201
954	0.3612720144
955	0.3610860391
956	0.3608180626
957	0.3606679892
958	0.3605602249
959	0.3604582519
960	0.3601831997
961	0.3599658033
962	0.3597958335
963	0.3596163814
964	0.3594364129
965	0.3591025377
966	0.3589697364
967	0.3586753041
968	0.3584617576
969	0.3582499739
970	0.3581390411
971	0.3580114088
972	0.3578079849
973	0.3575532723
974	0.3572056197
975	0.3569802234
976	0.3568443138
977	0.3566647233
978	0.3564186542
979	0.3561953558
980	0.3561086126
981	0.355806461
982	0.3555158575
983	0.3551964413
984	0.3548755426
985	0.3545818389
986	0.3543917687
987	0.3542213518
988	0.3540782743
989	0.3539122269
990	0.3536777766
991	0.3534891979
992	0.3532367889
993	0.3530816873
994	0.3528643848
995	0.3527216471
996	0.3525284195
997	0.3523274297
998	0.3520549681
999	0.3518583476
2707143
